X,Y,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MAF,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,EPOI_TYPE,CAF,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,X,Y,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,FOOD_TYPE
-121.436576,49.375576,POI4265323,HUSKY - OLD HOPE HUSKY,,333 OLD HOPE PRINCETON WAY,0.000000,HOPE,Hope,BC,V0X 1L4,0.000000,604-860-4070,,0.000000,http://www.myhusky.ca,0.000000,,55410000,54110000,51710000,29110000,59470000,00000000,44719,44511,42271,32411,45322,55,G,-121.436576,49.375576,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.867691,49.152167,POI84650,KEN'S AUTO SERVICE,,8236 128 ST,0.000000,SURREY,Surrey,BC,V3W 4G2,0.000000,604-596-9626,,0.000000,,0.000000,ADD814229,55410000,50130000,75380000,00000000,00000000,00000000,44719,42112,811111,00000,00000,55,G,-122.867691,49.152167,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.072370318,49.326048576700003,POI4582041,KATSU SUSHI JAPANESE RESTAURANT,,1861 LONSDALE AVE,0.000000,NORTH VANCOUVER,North Vancouver,BC,V7M 2J8,0.000000,604-988-8832,604-987-8839,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,72211,00000,00000,00000,54,G,-123.072370,49.326049,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.09243803699999,49.210890216700001,POI5083707,OSO TERIYAKI RESTAURANT LTD,,642 SE MARINE DR,0.000000,VANCOUVER,Vancouver,BC,V5X2T4,0.000000,604-325-6050,,0.000000,,0.000000,ADD817505,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.092438,49.210890,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.15427065599999,49.263753593300002,POI4643613,MOES MART,,2156 BROADWAY W,0.000000,VANCOUVER,Vancouver,BC,V6K 2C8,0.000000,604-714-4027,,0.000000,,0.000000,ADD757701,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.154271,49.263754,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.890069,49.165152,POI3289917,DOMO GASOLINE CORP LTD,,8910 120 ST,0.000000,SURREY,Surrey,BC,V3V 4B4,0.000000,604-599-3677,,0.000000,,0.000000,ADD922301,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.890069,49.165152,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.9330789,49.1645422,POI4010093,THRIFTY FOODS NANAIMO - SENDIAL (WED THURS 9AM-1PM),,650 TERMINAL AVE,0.000000,NANAIMO,Nanaimo,BC,V9R5E2,0.000000,250-754-1780,,0.000000,http://www.thriftyfoods.com,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.933079,49.164542,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.756615,49.271438,POI5087322,MANTHA ENTERPRISES LTD,,1523 PRAIRIE AVE,0.000000,PORT COQUITLAM,Port Coquitlam,BC,V3B 1T5,0.000000,604-942-4513,,0.000000,,0.000000,ADD890753,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.756615,49.271438,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.057277493,49.312887890399999,POI1943875,QUEENSBURY MARKET,,711 QUEENSBURY AVE,0.000000,NORTH VANCOUVER,North Vancouver,BC,V7L 3V9,0.000000,604-986-2773,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.057277,49.312888,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.889948,49.119608,POI3721363,ESSO (IMPERIAL OIL),,6422 120 ST,0.000000,DELTA,Surrey,BC,V3W 3M5,0.000000,604-590-6076,,0.000000,,0.000000,ADD952560,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.889948,49.119608,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.296658,48.46132,POI1954058,VILLAGE SERVICE AUTO REPAIR,,3845 CADBORO BAY RD,0.000000,SAANICH,Saanich,BC,V8N 4G1,0.000000,250-477-5523,,0.000000,,0.000000,ADD978931,55410000,75380000,75390000,00000000,00000000,00000000,44719,811111,811118,00000,00000,55,G,-123.296658,48.461320,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.790131,49.270638,POI3465106,TAKANO JAPANESE NOODLE CAFE,,3242 WESTWOOD ST,0.000000,PORT COQUITLAM,Port Coquitlam,BC,V3C 3L8,0.000000,778-216-0241,,0.000000,,0.000000,ADD941280,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.790131,49.270638,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.410811,48.429474,POI3020619,COUNTRY GROCER - ESQUIMALT PLAZA - POST OFFICE,,1153 ESQUIMALT RD,0.000000,ESQUIMALT,Esquimalt,BC,V9A 3N7,0.000000,250-382-4399,250-382-9382,0.000000,,0.000000,ADD856300,54110000,00000000,00000000,00000000,00000000,00000000,44511,49111,00000,00000,00000,54,G,-123.410811,48.429474,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.36378,48.46943,POI4329681,SENDIAL,,3995 QUADRA ST,0.000000,SAANICH,Saanich,BC,V8X 1J8,0.000000,250-479-4430,,0.000000,,0.000000,ADD788167,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.363780,48.469430,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.493078,49.060028,POI1902485,SPEEDIE FRIENDLY SERVICE,,26391 FRASER HWY,0.000000,LANGLEY,Langley,BC,V4W 2Z7,0.000000,604-856-7182,,0.000000,,0.000000,ADD842728,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.493078,49.060028,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.023035,49.221694,POI3413460,IMPERIAL & BOUNDARY ESSO,,3720 IMPERIAL ST,0.000000,BURNABY,Burnaby,BC,V5J 1A1,0.000000,604-435-4481,,0.000000,,0.000000,ADD762860,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.023035,49.221694,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.14618890200001,49.263619281899999,POI4115341,ELEVEN GROCERY,,1808 BROADWAY W,0.000000,VANCOUVER,Vancouver,BC,V6J 1Y9,0.000000,604-732-8612,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.146189,49.263619,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.132224,49.291166,POI4059244,STANLEY PARK CHEVRON,,1698 GEORGIA ST W,0.000000,VANCOUVER,Vancouver,BC,V6G 2V5,0.000000,604-681-0028,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.132224,49.291166,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.1303169,49.2109868,POI4065160,WHOLE VEGETARIAN FOOD INC,,8265 OAK ST,0.000000,VANCOUVER,Vancouver,BC,V6P 4A8,0.000000,604-266-8985,604-266-8485,0.000000,,0.000000,ADD812063,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.130317,49.210987,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.072578,49.330616,POI1944714,LONSDALE CHEVRON,,2305 LONSDALE AVE,0.000000,NORTH VANCOUVER,North Vancouver,BC,V7M 2K9,0.000000,604-986-0288,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.072578,49.330616,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.05732151700001,49.281080268499998,POI4059786,DONALD'S MARKET,,2332 HASTINGS ST E,0.000000,VANCOUVER,Vancouver,BC,V5L 1V5,0.000000,604-254-3018,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.057322,49.281080,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.389896639,49.889154198599996,POI4005336,TAKI JAPANESE GRILL,,115 ROXBY RD,0.000000,KELOWNA,Kelowna,BC,V1X 8A4,0.000000,250-765-8828,250-765-8848,0.000000,,0.000000,ADD762656,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.389897,49.889154,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.1255072,49.2849007,POI4662988,W G'S GENERAL STORE,,1120 ROBSON ST,0.000000,VANCOUVER,Vancouver,BC,V6E 1B2,0.000000,604-681-8058,,0.000000,,0.000000,ADD971172,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.125507,49.284901,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.157139599,49.1178438353,POI4422749,LONDON STATION MARKET,,6231 LONDON RD,0.000000,RICHMOND,Richmond,BC,V7E 3S3,0.000000,604-272-0115,,0.000000,,0.000000,ADD991157,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.157140,49.117844,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.361192,48.466337,POI4329676,LAKEHILL GROCERY,,3949 QUADRA ST,0.000000,VICTORIA,Saanich,BC,V8X 1J5,0.000000,250-727-3632,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.361192,48.466337,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.13546233300001,49.164802232100001,POI4056013,ALING MARY'S FILIPINO STORE VIDEO RENTAL FAST FOOD LTD,,8085 PARK RD,0.000000,RICHMOND,Richmond,BC,V6Y 1S8,0.000000,604-231-1918,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.135462,49.164802,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.119618,49.286882,POI1922009,CHEVRON CANADA LIMITED - HEAD OFFICE,,1050 W PENDER ST,0.000000,VANCOUVER,Vancouver,BC,V6E 3T4,0.000000,604-668-5300,604-668-5458,0.000000,http://www.chevron.ca,0.000000,ADD856558,55410000,29110000,29920000,51720000,44990000,00000000,44719,32411,324191,42272,48839,55,G,-123.119618,49.286882,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.157108,49.328634,POI1947510,MARINE & 15TH ESSO SELF SERVE,,1503 MARINE DR,0.000000,WEST VANCOUVER,West Vancouver,BC,V7V 1H9,0.000000,604-926-2016,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.157108,49.328634,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.030217099,49.2397762087,POI4600598,JOYCE WAY FOOD MARKET,,4910 JOYCE ST,0.000000,VANCOUVER,Vancouver,BC,V5R 4G6,0.000000,604-568-0137,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.030217,49.239776,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.552771,48.458995,POI3816188,STREAMSIDE CORNER STORE & CAFE,,2899 SOOKE LAKE RD,0.000000,VICTORIA,Langford,BC,V9B 4R2,0.000000,250-478-7751,,0.000000,,0.000000,ADD954034,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.552771,48.458995,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.683508,49.603765,POI4546921,NESTERS MARKET,,13604 VICTORIA RD N,0.000000,SUMMERLAND,Summerland,BC,V0H 1Z5,0.000000,250-494-8338,,0.000000,,0.000000,ADD894185,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.683508,49.603765,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.647739082,49.219581425,POI4600581,APNA MEATS & GROCERIES,,11922 207 ST,0.000000,MAPLE RIDGE,Maple Ridge,BC,V2X 1X7,0.000000,604-463-7177,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.647739,49.219581,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-117.681295,49.09831,POI1853766,HUSKY - GLENMERRY HUSKY,,2845 HIGHWAY DR,0.000000,TRAIL,Trail,BC,V1R 2T2,0.000000,250-368-6585,,0.000000,http://www.myhusky.ca,0.000000,ADD784931,55410000,54110000,51710000,29110000,59470000,00000000,44719,44511,42271,32411,45322,55,G,-117.681295,49.098310,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.89341,49.248648,POI1885808,NORTH ROAD ESSO,,3965 NORTH RD,0.000000,BURNABY,Burnaby,BC,V3J 1S2,0.000000,604-421-4545,604-421-4535,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.893410,49.248648,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.65423418,49.106316196400002,POI4109664,KEVIN'S FRIENDLY ORIENTAL FOOD MART,,20484 LOGAN AVE,0.000000,LANGLEY,Langley,BC,V3A 4L9,0.000000,604-530-5408,,0.000000,,0.000000,ADD805232,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.654234,49.106316,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.890767,49.162964,POI5184632,HUSKY - KENNEDY HEIGHTS HUSKY,,8781 120 ST,0.000000,DELTA,Delta,BC,V4C6R4,0.000000,604-596-2935,,0.000000,http://www.myhusky.ca,0.000000,ADD864297,55410000,54110000,51710000,29110000,59470000,00000000,44719,44511,42271,32411,45322,55,G,-122.890767,49.162964,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.127986,49.248919,POI3430298,OAK ST MOHAWK,,1010 KING EDWARD AVE W,0.000000,VANCOUVER,Vancouver,BC,V6H 1Z4,0.000000,604-736-5816,,0.000000,,0.000000,ADD868586,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-123.127986,49.248919,2,2,0.000000,0.000000,0.000000,Gas Stations
-123.097582,49.262386,POI4805712,BUY-LOW FOODS,200,370 BROADWAY,0.000000,VANCOUVER,Vancouver,BC,V5T4G5,0.000000,604-872-5776,,0.000000,,0.000000,ADD798638,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.097582,49.262386,2,1,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.867719,49.154261,POI4805722,TNS ENTERPRISES LTD,,8334 128 ST,0.000000,SURREY,Surrey,BC,V3W 4G2,0.000000,604-434-8817,,0.000000,,0.000000,ADD801249,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.867719,49.154261,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.654206,49.161655,POI1852758,WALNUT GROVE TOWN PANTRY,,20522 88 AVE,0.000000,LANGLEY,Langley,BC,V1M 2Y6,0.000000,604-882-1858,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.654206,49.161655,2,2,0.000000,0.000000,0.000000,Gas Stations
-119.267024,50.269044,POI1855169,"PEOPLES STORE, THE",,3700 27 ST,0.000000,VERNON,Vernon,BC,V1T 4X3,0.000000,250-545-1600,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.267024,50.269044,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.107866,52.11172,POI5244367,SOUTHSIDE GENERAL STORE LTD,,1447 S LAKESIDE DR,0.000000,WILLIAMS LAKE,Williams Lake,BC,V2G 3A7,0.000000,250-398-2268,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.107866,52.111720,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.061725,49.207892,POI1911416,VIKKY MART,,2202 SE MARINE DR,0.000000,VANCOUVER,Vancouver,BC,V5P2S2,0.000000,604-323-8855,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.061725,49.207892,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.992734,50.094302,POI1837406,FOOD PLUS,,2011 INNSBRUCK DR,0.000000,WHISTLER,Whistler,BC,V0N 1B2,0.000000,604-932-6193,,0.000000,,0.000000,ADD872050,54110000,54610000,51490000,00000000,00000000,00000000,44511,311811,42249,00000,00000,54,G,-122.992734,50.094302,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-120.356901,50.68683,POI1864062,"BARBECUE KITCHEN, THE",,273 TRANQUILLE RD,0.000000,KAMLOOPS,Kamloops,BC,V2B 3G2,0.000000,250-376-0333,,0.000000,,0.000000,,54110000,58120000,00000000,00000000,00000000,00000000,44511,72211,72232,00000,00000,54,G,-120.356901,50.686830,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-119.487829,49.875603,POI1859185,MAC'S CONV STORE,,2147 RICHTER ST,0.000000,KELOWNA,Kelowna,BC,V1Y 2N7,0.000000,250-763-8666,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-119.487829,49.875603,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.791148,49.274212,POI3639757,WESTWOOD SHELL SERVICE,,3051 LOUGHEED HWY,0.000000,COQUITLAM,Coquitlam,BC,V3B 1C6,0.000000,604-464-6893,,0.000000,,0.000000,ADD827586,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.791148,49.274212,2,2,0.000000,0.000000,0.000000,Gas Stations
-117.303251,49.481605,POI1851501,STAR GROCERY,,1516 CREASE AVE,0.000000,NELSON,Nelson,BC,V1L 1A4,0.000000,250-352-7702,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-117.303251,49.481605,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.946162,50.117857,POI1837635,UPPER VILLAGE MARKET,,4580 CHATEAU BLVD,0.000000,WHISTLER,Whistler,BC,V0N 1B4,0.000000,604-932-0230,604-932-2763,0.000000,http://www.uppervillagemarket.com,0.000000,ADD803641,54110000,59470000,00000000,00000000,00000000,00000000,44511,45322,00000,00000,00000,54,G,-122.946162,50.117857,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.519345,49.408116,POI1838516,SUPER VALU STORE,,900 GIBSONS WAY,0.000000,GIBSONS,Gibsons,BC,V0N 1V0,0.000000,604-886-2424,,0.000000,,0.000000,ADD818978,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.519345,49.408116,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-120.353889,50.669649,POI3015187,SAHALI ESSO,,915 COLUMBIA ST W,0.000000,KAMLOOPS,Kamloops,BC,V2C 1L5,0.000000,250-828-6215,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-120.353889,50.669649,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.851922,49.276874,POI1885215,PORT MOODY TOWN PANTRY,,2706 ST JOHNS ST,0.000000,PORT MOODY,Port Moody,BC,V3H 2B7,0.000000,604-936-2556,,0.000000,,0.000000,,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.851922,49.276874,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.817493,49.248756,POI4998055,SUSHI 1.99 TO GO,,2662 AUSTIN AVE,0.000000,COQUITLAM,Coquitlam,BC,V3K 6C4,0.000000,604-937-3199,,0.000000,,0.000000,ADD973159,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.817493,49.248756,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.87381,49.236379,POI4423351,PETRO-CANADA,,829 BRUNETTE AVE,0.000000,COQUITLAM,Coquitlam,BC,V3K 1C5,0.000000,604-525-7018,,0.000000,http://www.petro-canada.ca,0.000000,ADD800419,55410000,00000000,00000000,00000000,00000000,00000000,44719,811192,23499,44511,42172,55,G,-122.873810,49.236379,2,2,0.000000,0.000000,0.000000,Gas Stations
-122.808981,49.191341,POI1890184,MAR MAC GROCERY,,14902 104 AVE,0.000000,SURREY,Surrey,BC,V3R 1M7,0.000000,604-585-3330,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.808981,49.191341,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.003994,49.226654,POI1907413,YAKKO SUSHI,,6200 MCKAY AVE,0.000000,BURNABY,Burnaby,BC,V5H 4M9,0.000000,604-430-6405,,0.000000,http://www.yakkosushi.ca,0.000000,ADD841469,54110000,58120000,00000000,00000000,00000000,00000000,44511,72211,00000,00000,00000,54,G,-123.003994,49.226654,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.04951545599999,49.246245651099997,POI1911806,VINS MARKET,,4320 SLOCAN ST,0.000000,VANCOUVER,Vancouver,BC,V5R 1Z5,0.000000,604-435-0119,,0.000000,,0.000000,ADD785584,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.049515,49.246246,4,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.086982,49.262749,POI1913099,ALMAS FOOD STORE,,801 E BROADWAY,0.000000,VANCOUVER,Vancouver,BC,V5T 1Y2,0.000000,604-876-8443,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.086982,49.262749,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.315431,49.067184,POI1876249,GRANNY'S MARKET,,3590 GLADWIN RD,0.000000,ABBOTSFORD,Abbotsford,BC,V2S 7A7,0.000000,604-854-6202,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.315431,49.067184,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.113769,49.155763,POI1937616,CENTRAL MART,,10011 BLUNDELL RD,0.000000,RICHMOND,Richmond,BC,V6Y 1K9,0.000000,604-278-7218,,0.000000,,0.000000,ADD928814,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.113769,49.155763,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.879378,49.270308,POI1886086,K Y FOOD MARKET,,789 CLARKE RD,0.000000,COQUITLAM,Coquitlam,BC,V3J 3Y5,0.000000,604-936-6722,,0.000000,,0.000000,,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.879378,49.270308,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.857569,49.253598,POI1886133,NEIGHBOURHOOD SUPER MARKET,,587 GATENSBURY ST,0.000000,COQUITLAM,Coquitlam,BC,V3J 5G4,0.000000,604-937-3044,,0.000000,,0.000000,ADD820594,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.857569,49.253598,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-124.329948,49.325578,POI1968612,TEMPLE FOOD STORE,,549 ISLAND HWY W,0.000000,PARKSVILLE,Parksville,BC,V9P 1C7,0.000000,250-248-9284,250-248-0410,0.000000,,0.000000,,54110000,51490000,00000000,00000000,00000000,00000000,44511,42249,00000,00000,00000,54,G,-124.329948,49.325578,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.892456,49.249344,POI3411862,SUSHI CALIFORNIA,,501 NORTH RD,0.000000,COQUITLAM,Coquitlam,BC,V3J 1N7,0.000000,604-931-8284,,0.000000,,0.000000,ADD798730,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.892456,49.249344,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.707124,48.781248,POI3045724,KOTINI STORES LTD,,5799 DUNCAN ST,0.000000,DUNCAN,North Cowichan,BC,V9L 3W6,0.000000,250-701-0800,,0.000000,,0.000000,,54110000,53990000,00000000,00000000,00000000,00000000,44511,45299,00000,00000,00000,54,G,-123.707124,48.781248,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-123.136407,49.263847,POI4171400,SHIN JU JAPANESE CUISINE FAX,,1401 BROADWAY W,0.000000,VANCOUVER,Vancouver,BC,V6H 1H6,0.000000,604-733-3331,,0.000000,,0.000000,ADD889595,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-123.136407,49.263847,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.779797,53.889492,POI3046677,YOUR NEIGHBORHOOD CONVENIENCE STORE,,3133 WESTWOOD DR,0.000000,PRINCE GEORGE,Prince George,BC,V2N 4K3,0.000000,250-561-2620,,0.000000,,0.000000,ADD987527,54110000,00000000,00000000,00000000,00000000,00000000,44511,00000,00000,00000,00000,54,G,-122.779797,53.889492,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-122.923878855,49.215817043100003,POI2950203,6TH & 8TH ESSO,,780 6 ST,0.000000,NEW WESTMINSTER,New Westminster,BC,V3L 3C7,0.000000,604-523-1119,,0.000000,,0.000000,ADD909873,55410000,00000000,00000000,00000000,00000000,00000000,44719,00000,00000,00000,00000,55,G,-122.923879,49.215817,4,2,0.000000,0.000000,0.000000,Gas Stations
-122.318951,49.130481,POI4797167,SAVE ON FOODS,,32555 LONDON AVE,0.000000,MISSION,Mission,BC,V2V 6M7,0.000000,604-820-1473,,0.000000,http://www.saveonfoods.com,0.000000,ADD870322,54110000,00000000,00000000,00000000,00000000,00000000,44511,42241,00000,00000,00000,54,G,-122.318951,49.130481,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
-124.313044,49.319656,POI4009075,NAKED NATURALS WHOLE FOODS LTD,,142 ALBERNI HWY,0.000000,PARKSVILLE,Parksville,BC,V9P 2H4,0.000000,250-951-0277,250-951-0247,0.000000,http://www.shopnaked.ca,0.000000,ADD944411,54110000,54990000,50780000,00000000,00000000,00000000,44511,446191,42174,00000,00000,54,G,-124.313044,49.319656,2,2,0.000000,0.000000,0.000000,Supermarkets and Other Grocery Stores
